Y,X,Z
-74.00657,40.739402,246.09
-74.006712,40.739399,245.81
-74.006867,40.739397,245.53
-74.007,40.739394,245.25
-74.007075,40.739393,244.97
-74.007227,40.73939,244.69
-74.007303,40.739389,244.41
-74.007458,40.739386,244.13
-74.007607,40.739383,243.84
-74.007748,40.739381,243.56
-74.007869,40.739378,243.28
-74.008073,40.739375,243
-74.008178,40.739373,242.72
-74.00831,40.739371,242.44
-74.008443,40.739369,242.16
-74.008565,40.739367,241.88
-74.008687,40.739365,241.59
-74.008819,40.739363,241.31
-74.008954,40.739361,241.03
-74.009089,40.739359,240.75
-74.009218,40.739357,240.47
-74.009331,40.739355,240.19
-74.009428,40.739353,239.91
-74.009582,40.739351,239.63
-74.0097,40.739349,239.34
-74.009709,40.739305,239.06
-74.009724,40.739228,238.78
-74.009703,40.739112,238.5
-74.00969,40.739037,238.22
-74.009736,40.738896,237.94
-74.009926,40.738898,237.66
-74.009925,40.738826,237.38
-74.009923,40.738754,237.09
-74.009922,40.738709,236.81
-74.009975,40.738676,236.53
-74.01005,40.738629,236.25
-74.010096,40.7386,235.97
-74.010092,40.738517,235.69
-74.01009,40.738472,235.41
-74.010086,40.738382,235.13
-74.010082,40.738292,234.84
-74.010077,40.738175,234.56
-74.010069,40.738069,234.28
-74.010062,40.73798,234
-74.010053,40.737872,233.72
-74.010043,40.737755,233.44
-74.010034,40.737648,233.16
-74.010028,40.737573,232.88
-74.010032,40.737519,232.59
-74.010039,40.737421,232.31
-74.010047,40.737313,232.03
-74.010054,40.737206,231.75
-74.010063,40.737089,231.47
-74.010071,40.736975,231.19
-74.010076,40.736912,230.91
-74.01008,40.736851,230.63
-74.010089,40.73673,230.34
-74.010098,40.736604,230.06
-74.010107,40.736474,229.78
-74.010112,40.736407,229.5
-74.010116,40.73634,229.22
-74.010121,40.736274,228.94
-74.010126,40.736207,228.66
-74.01013,40.736141,228.38
-74.010135,40.736075,228.09
-74.010141,40.736007,227.81
-74.010147,40.735939,227.53
-74.010158,40.735805,227.25
-74.010169,40.735673,226.97
-74.01018,40.735542,226.69
-74.010191,40.735413,226.41
-74.010205,40.735248,226.13
-74.010212,40.735176,225.84
-74.010224,40.735051,225.56
-74.010235,40.734934,225.28
-74.010245,40.734827,225
-74.010255,40.734719,224.72
-74.01026,40.734665,224.44
-74.010263,40.734609,224.16
-74.010269,40.734502,223.88
-74.010275,40.734398,223.59
-74.010281,40.734286,223.31
-74.010283,40.734229,223.03
-74.010285,40.734175,222.75
-74.010289,40.734067,222.47
-74.010293,40.73396,222.19
-74.010312,40.733743,221.91
-74.010322,40.733625,221.63
-74.010332,40.733508,221.34
-74.010343,40.73339,221.06
-74.010357,40.733224,220.78
-74.010366,40.733153,220.5
-74.010381,40.733027,220.22
-74.010397,40.732899,219.94
-74.010412,40.732772,219.66
-74.010426,40.732645,219.38
-74.010434,40.732518,219.09
-74.010445,40.732387,218.81
-74.010457,40.732253,218.53
-74.010462,40.732181,218.25
-74.010468,40.732104,217.97
-74.010496,40.731844,217.69
-74.01051,40.73171,217.41
-74.010523,40.731584,217.13
-74.010537,40.731459,216.84
-74.010549,40.731341,216.56
-74.010562,40.731217,216.28
-74.01057,40.731128,216
-74.010581,40.731002,215.72
-74.010588,40.730912,215.44
-74.010601,40.730769,215.16
-74.010607,40.730702,214.88
-74.010621,40.730576,214.59
-74.010627,40.730514,214.31
-74.010638,40.730406,214.03
-74.01065,40.730298,213.75
-74.010661,40.730191,213.47
-74.010672,40.730083,213.19
-74.010681,40.729994,212.91
-74.010692,40.729895,212.63
-74.010697,40.729842,212.34
-74.010715,40.729679,212.06
-74.010725,40.729589,211.78
-74.010734,40.7295,211.5
-74.010754,40.729317,211.22
-74.010773,40.72914,210.94
-74.010792,40.728976,210.66
-74.010803,40.728884,210.38
-74.010814,40.728787,210.09
-74.010836,40.728593,209.81
-74.010857,40.728409,209.53
-74.010879,40.728219,209.25
-74.010901,40.72803,208.97
-74.010923,40.727836,208.69
-74.010945,40.727653,208.41
-74.010967,40.727456,208.13
-74.010989,40.727267,207.84
-74.01101,40.727086,207.56
-74.011032,40.72689,207.28
-74.011053,40.726709,207
-74.011064,40.726618,206.72
-74.011074,40.726529,206.44
-74.011085,40.726437,206.16
-74.011095,40.726343,205.88
-74.011109,40.726247,205.59
-74.011126,40.726151,205.31
-74.011142,40.72606,205.03
-74.011158,40.725966,204.75
-74.011189,40.72579,204.47
-74.011249,40.725462,204.19
-74.011293,40.725224,203.91
-74.011318,40.725085,203.63
-74.011352,40.724897,203.34
-74.011368,40.724805,203.06
-74.011386,40.724709,202.78
-74.011403,40.724612,202.5
-74.011419,40.724521,202.22
-74.011436,40.724427,201.94
-74.011453,40.724331,201.66
-74.011472,40.724234,201.38
-74.011492,40.724138,201.09
-74.011511,40.724044,200.81
-74.011529,40.723954,200.53
-74.011547,40.723864,200.25
-74.011566,40.723768,199.97
-74.011585,40.723674,199.69
-74.011605,40.723578,199.41
-74.011625,40.723482,199.13
-74.011645,40.723385,198.84
-74.011666,40.723286,198.56
-74.011686,40.723187,198.28
-74.011717,40.723037,198
-74.011506,40.722971,197.72
-74.011522,40.722894,197.44
-74.011528,40.722866,197.16
-74.011554,40.722741,196.88
-74.011568,40.72267,196.59
-74.011581,40.722608,196.31
-74.011596,40.722537,196.03
-74.011609,40.722474,195.75
-74.011624,40.722403,195.47
-74.011638,40.722338,195.19
-74.011624,40.722291,194.91
-74.011679,40.722119,194.63
-74.011706,40.721977,194.34
-74.011732,40.721834,194.06
-74.011759,40.721692,193.78
-74.011771,40.721624,193.5
-74.011803,40.721464,193.22
-74.01183,40.721322,192.94
-74.01186,40.72117,192.66
-74.011874,40.721099,192.38
-74.011888,40.721028,192.09
-74.011901,40.720957,191.81
-74.011917,40.720882,191.53
-74.011931,40.720811,191.25
-74.011945,40.72074,190.97
-74.01196,40.720668,190.69
-74.011974,40.720597,190.41
-74.011989,40.720526,190.13
-74.012003,40.720455,189.84
-74.01201,40.720419,189.56
-74.012027,40.720334,189.28
-74.012033,40.720308,189
-74.01205,40.720233,188.72
-74.012065,40.720162,188.44
-74.012081,40.720091,188.16
-74.012097,40.72002,187.88
-74.012113,40.719949,187.59
-74.012129,40.719878,187.31
-74.012145,40.719807,187.03
-74.01216,40.719736,186.75
-74.012176,40.719665,186.47
-74.012192,40.719594,186.19
-74.012208,40.719523,185.91
-74.012224,40.719452,185.63
-74.01224,40.719381,185.34
-74.012255,40.71931,185.06
-74.012271,40.719239,184.78
-74.012287,40.719168,184.5
-74.012303,40.719098,184.22
-74.012319,40.719027,183.94
-74.012339,40.718937,183.66
-74.01235,40.718888,183.38
-74.012365,40.718826,183.09
-74.012381,40.718755,182.81
-74.012395,40.718693,182.53
-74.012411,40.718622,182.25
-74.012428,40.718551,181.97
-74.012444,40.718481,181.69
-74.01246,40.71841,181.41
-74.012476,40.718339,181.13
-74.012492,40.718268,180.84
-74.012509,40.718197,180.56
-74.012523,40.718135,180.28
-74.012539,40.718064,180
-74.012555,40.717993,179.72
-74.012572,40.717922,179.44
-74.012586,40.71786,179.16
-74.012602,40.717789,178.88
-74.01263,40.717665,178.59
-74.012645,40.717603,178.31
-74.012657,40.717547,178.03
-74.012684,40.717423,177.75
-74.01271,40.717298,177.47
-74.012735,40.717183,177.19
-74.012747,40.717128,176.91
-74.012778,40.717013,176.63
-74.012806,40.716907,176.34
-74.012832,40.71681,176.06
-74.012858,40.716713,175.78
-74.012881,40.716625,175.5
-74.012905,40.716537,175.22
-74.012938,40.716414,174.94
-74.012949,40.716367,174.66
-74.012957,40.716331,174.38
-74.012977,40.716242,174.09
-74.013004,40.716123,173.81
-74.013025,40.71603,173.53
-74.013046,40.71594,173.25
-74.013067,40.715845,172.97
-74.013089,40.71575,172.69
-74.013116,40.71563,172.41
-74.013136,40.71555,172.13
-74.013159,40.715451,171.84
-74.013185,40.715346,171.56
-74.01321,40.715243,171.28
-74.013218,40.715207,171
-74.013256,40.715114,170.72
-74.013267,40.715089,170.44
-74.013303,40.715,170.16
-74.013345,40.714897,169.88
-74.013384,40.714802,169.59
-74.013433,40.714682,169.31
-74.013447,40.714553,169.03
-74.013459,40.714452,168.75
-74.013486,40.714314,168.47
-74.013509,40.714201,168.19
-74.013532,40.714095,167.91
-74.01355,40.714006,167.63
-74.013607,40.7139,167.34
-74.013664,40.713817,167.06
-74.013732,40.713719,166.78
-74.013753,40.713687,166.5
-74.013802,40.713604,166.22
-74.01385,40.713496,165.94
-74.013891,40.713393,165.66
-74.013921,40.7133,165.38
-74.013953,40.71319,165.09
-74.013975,40.713105,164.81
-74.013997,40.71302,164.53
-74.014019,40.712933,164.25
-74.014042,40.712844,163.97
-74.014066,40.712753,163.69
-74.01409,40.712658,163.41
-74.01414,40.712463,163.13
-74.014167,40.712359,162.84
-74.014195,40.712249,162.56
-74.014252,40.71203,162.28
-74.01428,40.71192,162
-74.014308,40.71181,161.72
-74.014338,40.711696,161.44
-74.014369,40.711575,161.16
-73.974692,40.732837,291.77
-73.97483,40.732893,295.27
-73.97497,40.732948,294.99
-73.975116,40.733006,294.71
-73.975243,40.733057,294.43
-73.975386,40.733115,294.15
-73.975495,40.733161,293.87
-73.975628,40.733218,293.59
-73.975762,40.733274,293.3
-73.975888,40.733328,293.02
-73.976031,40.733388,292.74
-73.976139,40.733434,292.46
-73.976251,40.733481,292.18
-73.976362,40.733528,291.9
-73.976475,40.733576,291.62
-73.976588,40.733624,291.34
-73.976702,40.733672,291.05
-73.976873,40.733744,290.77
-73.976987,40.733793,290.49
-73.977102,40.733841,290.21
-73.977216,40.73389,289.93
-73.977331,40.733938,289.65
-73.977438,40.733984,289.37
-73.977585,40.734046,289.09
-73.977727,40.734106,288.8
-73.97782,40.734145,288.52
-73.977934,40.734192,288.24
-73.978049,40.734241,287.96
-73.978164,40.734289,287.68
-73.978245,40.734323,287.4
-73.978334,40.73436,287.12
-73.97843,40.734401,286.84
-73.978541,40.734447,286.55
-73.978692,40.73451,286.27
-73.978796,40.734554,285.99
-73.978899,40.734597,285.71
-73.979003,40.734641,285.43
-73.979107,40.734685,285.15
-73.979184,40.734717,284.87
-73.979263,40.73475,284.59
-73.979332,40.734779,284.3
-73.979419,40.734815,284.02
-73.979543,40.734867,283.74
-73.979689,40.734928,283.46
-73.979865,40.735003,283.18
-73.979986,40.735053,282.9
-73.98008,40.735093,282.62
-73.980203,40.735145,282.34
-73.980343,40.735205,282.05
-73.980429,40.735241,281.77
-73.980538,40.735287,281.49
-73.980654,40.735336,281.21
-73.98076,40.735381,280.93
-73.980877,40.735431,280.65
-73.981001,40.735483,280.37
-73.981134,40.735539,280.09
-73.981259,40.735592,279.8
-73.981325,40.73562,279.52
-73.981419,40.73566,279.24
-73.981512,40.735699,278.96
-73.981624,40.735747,278.68
-73.981752,40.735801,278.4
-73.98184,40.735838,278.12
-73.981931,40.735877,277.84
-73.982024,40.735916,277.55
-73.982163,40.735975,277.27
-73.98228,40.736024,276.99
-73.982423,40.736084,276.71
-73.98254,40.736134,276.43
-73.982657,40.736183,276.15
-73.982776,40.736233,275.87
-73.982889,40.73628,275.59
-73.982969,40.736314,275.3
-73.983122,40.736379,275.02
-73.983237,40.736427,274.74
-73.983362,40.736479,274.46
-73.98348,40.736529,274.18
-73.983604,40.736581,273.9
-73.983729,40.736634,273.62
-73.983829,40.736676,273.34
-73.983901,40.736706,273.05
-73.983983,40.736741,272.77
-73.984119,40.736798,272.49
-73.984255,40.736855,272.21
-73.984342,40.736892,271.93
-73.9845,40.736958,271.65
-73.984622,40.73701,271.37
-73.9847,40.737043,271.09
-73.984773,40.737074,270.8
-73.984869,40.737114,270.52
-73.984933,40.737141,270.24
-73.985036,40.737185,269.96
-73.985144,40.737231,269.68
-73.985281,40.737288,269.4
-73.985388,40.737333,269.12
-73.985478,40.737372,268.84
-73.985588,40.73742,268.55
-73.985722,40.737478,268.27
-73.985837,40.737528,267.99
-73.985962,40.737582,267.71
-73.986095,40.737619,267.43
-73.986267,40.737713,267.15
-73.986398,40.737769,266.87
-73.986514,40.737818,266.59
-73.986631,40.737867,266.3
-73.986786,40.737933,266.02
-73.986825,40.73795,265.74
-73.98695,40.738001,265.46
-73.987075,40.738052,265.18
-73.987201,40.738103,264.9
-73.987284,40.738137,264.62
-73.987451,40.738205,264.34
-73.987577,40.738257,264.05
-73.987681,40.738299,263.77
-73.987725,40.738317,263.49
-73.98777,40.738335,263.21
-73.987869,40.738377,262.93
-73.987977,40.738422,262.65
-73.988077,40.738464,262.37
-73.988217,40.738523,262.09
-73.98834,40.738574,261.8
-73.988448,40.73862,261.52
-73.988552,40.738663,261.24
-73.988682,40.738718,260.96
-73.988788,40.738762,260.68
-73.988925,40.738819,260.4
-73.988994,40.738848,260.12
-73.989139,40.738909,259.84
-73.989259,40.738959,259.55
-73.989384,40.739011,259.27
-73.989513,40.739066,258.99
-73.98965,40.739123,258.71
-73.989796,40.739184,258.43
-73.989889,40.739223,258.15
-73.990017,40.739277,257.87
-73.990151,40.739333,257.59
-73.990278,40.739386,257.3
-73.990377,40.739427,257.02
-73.990511,40.739483,256.74
-73.990677,40.739553,256.46
-73.990791,40.739601,256.18
-73.990906,40.739648,255.9
-73.990978,40.739679,255.62
-73.991074,40.739719,255.34
-73.991168,40.739758,255.05
-73.991269,40.739801,254.77
-73.99136,40.739839,254.49
-73.991479,40.739889,254.21
-73.991547,40.739918,253.93
-73.991657,40.739964,253.65
-73.991788,40.740019,253.37
-73.991897,40.740065,253.09
-73.992032,40.740122,252.8
-73.992185,40.740186,252.52
-73.992291,40.74023,252.24
-73.992399,40.740276,251.96
-73.992509,40.740322,251.68
-73.992623,40.74037,251.4
-73.992737,40.740418,251.12
-73.99286,40.74047,250.84
-73.992963,40.740513,250.55
-73.993119,40.740579,250.27
-73.993275,40.740644,249.99
-73.99343,40.74071,249.71
-73.993534,40.740753,249.43
-73.993638,40.740797,249.15
-73.993742,40.74084,248.87
-73.993887,40.740902,248.59
-73.994022,40.740958,248.3
-73.994157,40.741015,248.02
-73.994198,40.740995,247.74
-73.994249,40.740924,247.46
-73.994309,40.74084,247.18
-73.994374,40.740747,246.9
-73.994437,40.740659,246.62
-73.994495,40.740577,246.34
-73.994554,40.740494,246.05
-73.994567,40.740438,245.77
-73.994673,40.740331,245.49
-73.994752,40.740222,245.21
-73.994817,40.740133,244.93
-73.994879,40.740048,244.65
-73.994953,40.739947,244.37
-73.995022,40.739853,244.09
-73.995079,40.739774,243.8
-73.995138,40.739694,243.52
-73.995201,40.739607,243.24
-73.995261,40.739525,242.96
-73.995321,40.739443,242.68
-73.995382,40.739359,242.4
-73.995464,40.739247,242.12
-73.995529,40.739158,241.84
-73.995594,40.739069,241.55
-73.995653,40.738988,241.27
-73.995724,40.738891,240.99
-73.995798,40.73879,240.71
-73.995881,40.73869,240.43
-73.995935,40.738602,240.15
-73.995995,40.738517,239.87
-73.996055,40.738432,239.59
-73.97524,40.735496,292.96
-73.975274,40.735511,296.46
-73.975385,40.735559,296.18
-73.975498,40.735608,295.9
-73.97563,40.735665,295.62
-73.975754,40.735719,295.34
-73.975879,40.735773,295.06
-73.976004,40.735827,294.78
-73.976114,40.735874,294.49
-73.976217,40.735919,294.21
-73.976365,40.735983,293.93
-73.976463,40.736024,293.65
-73.976617,40.736089,293.37
-73.976767,40.736153,293.09
-73.97691,40.736213,292.81
-73.977048,40.736271,292.53
-73.977166,40.736321,292.24
-73.977286,40.736372,291.96
-73.9774,40.73642,291.68
-73.97755,40.736484,291.4
-73.977631,40.736518,291.12
-73.977768,40.736576,290.84
-73.977903,40.736633,290.56
-73.978034,40.736688,290.28
-73.978158,40.736741,289.99
-73.978279,40.736792,289.71
-73.978404,40.736844,289.43
-73.978507,40.736888,289.15
-73.978686,40.736962,288.87
-73.978792,40.737007,288.59
-73.978898,40.737051,288.31
-73.979011,40.737098,288.03
-73.97912,40.737143,287.74
-73.979226,40.737188,287.46
-73.979335,40.737233,287.18
-73.97944,40.737277,286.9
-73.97955,40.737323,286.62
-73.979663,40.737369,286.34
-73.979769,40.737414,286.06
-73.979885,40.737462,285.78
-73.98,40.73751,285.49
-73.980115,40.737558,285.21
-73.980226,40.737604,284.93
-73.980332,40.737648,284.65
-73.980444,40.737695,284.37
-73.980552,40.73774,284.09
-73.98067,40.737789,283.81
-73.980781,40.737835,283.53
-73.980913,40.73789,283.24
-73.980986,40.737921,282.96
-73.981121,40.737977,282.68
-73.981204,40.738012,282.4
-73.981297,40.738051,282.12
-73.981453,40.738117,281.84
-73.981557,40.73816,281.56
-73.981706,40.738222,281.28
-73.981848,40.738282,280.99
-73.981989,40.738341,280.71
-73.982126,40.738399,280.43
-73.98225,40.738451,280.15
-73.982364,40.738499,279.87
-73.982479,40.738547,279.59
-73.982611,40.738602,279.31
-73.982731,40.738652,279.03
-73.982851,40.738702,278.74
-73.982967,40.738751,278.46
-73.983036,40.73878,278.18
-73.98314,40.738824,277.9
-73.983371,40.738923,277.62
-73.983501,40.73898,277.34
-73.983629,40.739035,277.06
-73.983755,40.739089,276.78
-73.983885,40.739145,276.49
-73.984012,40.7392,276.21
-73.984094,40.739236,275.93
-73.984172,40.739269,275.65
-73.984267,40.73931,275.37
-73.984352,40.739347,275.09
-73.984479,40.739402,274.81
-73.9846,40.739454,274.53
-73.984727,40.739511,274.24
-73.984877,40.739568,273.96
-73.985012,40.739621,273.68
-73.985163,40.73968,273.4
-73.985317,40.739741,273.12
-73.985457,40.739795,272.84
-73.985584,40.739846,272.56
-73.985698,40.73989,272.28
-73.985821,40.739938,271.99
-73.985933,40.739982,271.71
-73.986043,40.740025,271.43
-73.986163,40.740073,271.15
-73.986292,40.740119,270.87
-73.986459,40.740201,270.59
-73.986585,40.740256,270.31
-73.986736,40.740322,270.03
-73.986905,40.740396,269.74
-73.986962,40.740421,269.46
-73.987079,40.740472,269.18
-73.987201,40.740526,268.9
-73.987328,40.740581,268.62
-73.987454,40.740636,268.34
-73.987577,40.74069,268.06
-73.9877,40.740744,267.78
-73.987824,40.740798,267.49
-73.987957,40.740857,267.21
-73.988007,40.740877,266.93
-73.988174,40.740946,266.65
-73.988279,40.740988,266.37
-73.988407,40.741043,266.09
-73.98853,40.741096,265.81
-73.988654,40.74115,265.53
-73.988788,40.741208,265.24
-73.988912,40.741261,264.96
-73.989036,40.741315,264.68
-73.98921,40.741351,264.4
-73.989308,40.741432,264.12
-73.989411,40.741477,263.84
-73.989573,40.741547,263.56
-73.989636,40.741573,263.28
-73.989771,40.741629,262.99
-73.989896,40.741681,262.71
-73.990041,40.741742,262.43
-73.990197,40.741807,262.15
-73.990353,40.741872,261.87
-73.990457,40.741915,261.59
-73.990561,40.741959,261.31
-73.990665,40.742002,261.03
-73.990821,40.742067,260.74
-73.990987,40.742137,260.46
-73.991154,40.742206,260.18
-73.991268,40.742254,259.9
-73.99133,40.74228,259.62
-73.991497,40.742349,259.34
-73.991611,40.742397,259.06
-73.991673,40.742423,258.78
-73.991798,40.742475,258.49
-73.991915,40.742524,258.21
-73.992028,40.742571,257.93
-73.992133,40.742615,257.65
-73.992277,40.742675,257.37
-73.992387,40.742721,257.09
-73.992484,40.742761,256.81
-73.992711,40.742856,256.53
-73.992803,40.742894,256.24
-73.992865,40.742921,255.96
-73.992999,40.742979,255.68
-73.993123,40.743032,255.4
-73.993268,40.743094,255.12
-73.993473,40.743182,254.84
-73.993546,40.743214,254.56
-73.99365,40.743258,254.28
-73.993763,40.743307,253.99
-73.993877,40.743356,253.71
-73.994001,40.743409,253.43
-73.994063,40.743435,253.15
-73.994132,40.743465,252.87
-73.994253,40.743517,252.59
-73.994378,40.743571,252.31
-73.994509,40.743627,252.03
-73.994645,40.743686,251.74
-73.994781,40.743744,251.46
-73.994917,40.743802,251.18
-73.995054,40.743861,250.9
-73.99519,40.743919,250.62
-73.995321,40.743976,250.34
-73.995445,40.744029,250.06
-73.995565,40.744081,249.78
-73.995674,40.744127,249.49
-73.995735,40.744037,249.21
-73.995791,40.743954,248.93
-73.995854,40.743862,248.65
-73.995927,40.743753,248.37
-73.995994,40.743655,248.09
-73.996066,40.743549,247.81
-73.996142,40.743437,247.53
-73.996219,40.743327,247.24
-73.996297,40.743216,246.96
-73.99638,40.743096,246.68
-73.99644,40.74301,246.4
-73.996504,40.742919,246.12
-73.99658,40.742811,245.84
-73.996609,40.742772,245.56
-73.996643,40.742724,245.28
-73.996711,40.74263,244.99
-73.99678,40.742535,244.71
-73.996848,40.742442,244.43
-73.996915,40.742349,244.15
-73.996974,40.742267,243.87
-73.996995,40.742222,243.59
-73.997039,40.742178,243.31
-73.997074,40.742131,243.03
-73.997137,40.742045,242.74
-73.997224,40.741927,242.46
-73.997311,40.741809,242.18
-73.99734,40.74177,241.9
-73.99743,40.741647,241.62
-73.997519,40.741525,241.34
-73.997578,40.741444,241.06
-73.997636,40.741364,240.78
-73.97086,40.747567,296.52
-73.970973,40.747622,300.16
-73.971095,40.747671,300.02
-73.97122,40.747722,299.88
-73.971333,40.747768,299.74
-73.971388,40.747791,299.6
-73.97145,40.747818,299.46
-73.97156,40.747867,299.32
-73.971681,40.74792,299.18
-73.971804,40.747975,299.04
-73.97192,40.748027,298.9
-73.972034,40.748077,298.76
-73.972151,40.748129,298.62
-73.97228,40.748186,298.48
-73.972417,40.748242,298.34
-73.972564,40.748303,298.2
-73.972711,40.748364,298.05
-73.972854,40.748422,297.91
-73.973003,40.748484,297.77
-73.973141,40.748541,297.63
-73.973275,40.748597,297.49
-73.973325,40.748618,297.35
-73.973451,40.748671,297.21
-73.973568,40.74872,297.07
-73.973684,40.748768,296.93
-73.97382,40.748825,296.79
-73.973925,40.748869,296.65
-73.974038,40.748916,296.51
-73.974147,40.748962,296.37
-73.974271,40.749014,296.23
-73.974384,40.749062,296.09
-73.974519,40.749118,295.95
-73.974606,40.749155,295.8
-73.974681,40.749187,295.66
-73.97475,40.749216,295.52
-73.974837,40.749253,295.38
-73.974932,40.749293,295.24
-73.97501,40.749326,295.1
-73.975117,40.749371,294.96
-73.975256,40.74943,294.82
-73.975387,40.749485,294.68
-73.975519,40.749541,294.54
-73.97562,40.749584,294.4
-73.975747,40.749637,294.26
-73.975859,40.749684,294.12
-73.975962,40.749728,293.98
-73.97607,40.749774,293.84
-73.976146,40.749806,293.7
-73.976287,40.749865,293.55
-73.976391,40.749909,293.41
-73.97647,40.749943,293.27
-73.976559,40.74998,293.13
-73.976639,40.750014,292.99
-73.976759,40.750065,292.85
-73.976884,40.750118,292.71
-73.977006,40.750173,292.57
-73.977161,40.750235,292.43
-73.977306,40.750295,292.29
-73.977418,40.750343,292.15
-73.977533,40.750391,292.01
-73.977645,40.750438,291.87
-73.977757,40.750485,291.73
-73.977872,40.750533,291.59
-73.977985,40.750581,291.45
-73.978096,40.750628,291.3
-73.978203,40.750673,291.16
-73.978303,40.750715,291.02
-73.978523,40.750805,290.88
-73.978561,40.75082,290.74
-73.978651,40.750858,290.6
-73.978694,40.750876,290.46
-73.978784,40.750914,290.32
-73.978871,40.750951,290.18
-73.978943,40.750981,290.04
-73.979075,40.751036,289.9
-73.979212,40.751094,289.76
-73.979331,40.751144,289.62
-73.979455,40.751196,289.48
-73.979585,40.751251,289.34
-73.979689,40.751295,289.2
-73.979809,40.751345,289.05
-73.979935,40.751398,288.91
-73.980062,40.751452,288.77
-73.980194,40.751507,288.63
-73.980214,40.751536,288.49
-73.98037,40.751582,288.35
-73.98048,40.751628,288.21
-73.980592,40.751675,288.07
-73.980697,40.75172,287.93
-73.980824,40.751773,287.79
-73.98092,40.751814,287.65
-73.980981,40.75184,287.51
-73.981089,40.751885,287.37
-73.981212,40.751937,287.23
-73.981335,40.751989,287.09
-73.981447,40.752036,286.95
-73.981571,40.752089,286.8
-73.98169,40.752139,286.66
-73.981831,40.752198,286.52
-73.981995,40.752268,286.38
-73.982085,40.752306,286.24
-73.982171,40.752342,286.1
-73.982299,40.752396,285.96
-73.982411,40.752443,285.82
-73.982502,40.752482,285.68
-73.982629,40.752535,285.54
-73.982778,40.752598,285.4
-73.982877,40.75264,285.26
-73.982971,40.75268,285.12
-73.983061,40.752717,284.98
-73.983185,40.75277,284.84
-73.983296,40.752817,284.7
-73.983421,40.75287,284.55
-73.983543,40.752921,284.41
-73.983675,40.752977,284.27
-73.983783,40.753022,284.13
-73.983858,40.753054,283.99
-73.984016,40.753121,283.85
-73.984141,40.753173,283.71
-73.98423,40.753211,283.57
-73.984329,40.753252,283.43
-73.984432,40.753296,283.29
-73.984591,40.753363,283.15
-73.984702,40.75341,283.01
-73.984813,40.753457,282.87
-73.984919,40.753501,282.73
-73.985021,40.753545,282.59
-73.985151,40.753599,282.45
-73.985255,40.753643,282.3
-73.985366,40.753689,282.16
-73.985472,40.753734,282.02
-73.985583,40.75378,281.88
-73.985633,40.753802,281.74
-73.985804,40.753873,281.6
-73.985881,40.753905,281.46
-73.986033,40.753969,281.32
-73.986156,40.754021,281.18
-73.98628,40.754073,281.04
-73.9864,40.754123,280.9
-73.986485,40.754159,280.76
-73.986559,40.75419,280.62
-73.986635,40.754222,280.48
-73.986747,40.754269,280.34
-73.986842,40.754308,280.2
-73.986978,40.754365,280.05
-73.987043,40.754393,279.91
-73.987158,40.754441,279.77
-73.987279,40.754492,279.63
-73.987387,40.754537,279.49
-73.987493,40.754582,279.35
-73.987623,40.754637,279.21
-73.987752,40.754691,279.07
-73.987885,40.754747,278.93
-73.988043,40.754814,278.79
-73.988177,40.754871,278.65
-73.988291,40.754919,278.51
-73.988444,40.754984,278.37
-73.988548,40.755028,278.23
-73.988652,40.755072,278.09
-73.988767,40.755121,277.95
-73.988898,40.755176,277.8
-73.989024,40.75523,277.66
-73.98914,40.755279,277.52
-73.98925,40.755325,277.38
-73.989386,40.755383,277.24
-73.98948,40.755423,277.1
-73.989586,40.755468,276.96
-73.989699,40.755516,276.82
-73.989807,40.755561,276.68
-73.989934,40.755616,276.54
-73.990057,40.755668,276.4
-73.990163,40.755712,276.26
-73.990278,40.755761,276.12
-73.990403,40.755814,275.98
-73.99051,40.75586,275.84
-73.990659,40.755923,275.7
-73.990721,40.755949,275.55
-73.990869,40.756011,275.41
-73.991039,40.756083,275.27
-73.991158,40.756133,275.13
-73.991308,40.756196,274.99
-73.991438,40.75625,274.85
-73.991526,40.756288,274.71
-73.991657,40.756342,274.57
-73.99179,40.756398,274.43
-73.991932,40.756458,274.29
-73.992079,40.75652,274.15
-73.992225,40.756581,274.01
-73.992369,40.756642,273.87
-73.992506,40.7567,273.73
-73.992644,40.756758,273.59
-73.992787,40.756817,273.45
-73.992932,40.756878,273.3
-73.993073,40.756938,273.16
-73.993209,40.756995,273.02
-73.993347,40.757053,272.88
-73.993479,40.757108,272.74
-73.993592,40.757156,272.6
-73.993682,40.757194,272.46
-73.993768,40.75723,272.32
-73.968182,40.751463,298.15
-73.968287,40.751507,301.79
-73.968392,40.751552,301.65
-73.968499,40.751598,301.51
-73.968605,40.751643,301.37
-73.968713,40.75169,301.23
-73.96882,40.751736,301.09
-73.968926,40.751781,300.95
-73.969033,40.751827,300.81
-73.969141,40.751873,300.67
-73.969248,40.751918,300.53
-73.969357,40.751965,300.39
-73.969461,40.75201,300.25
-73.969565,40.752054,300.11
-73.969674,40.752101,299.97
-73.969781,40.752147,299.83
-73.969896,40.752196,299.68
-73.970071,40.752271,299.54
-73.970232,40.75234,299.4
-73.970339,40.752386,299.26
-73.970502,40.752453,299.12
-73.970565,40.752479,298.98
-73.970679,40.752526,298.84
-73.970752,40.752557,298.7
-73.970867,40.752604,298.56
-73.970981,40.752652,298.42
-73.971054,40.752682,298.28
-73.971137,40.752716,298.14
-73.971221,40.752751,298
-73.971314,40.75279,297.86
-73.971481,40.752859,297.72
